SignalDate,Market,Symbol,Name,Sector,WatchGrade,TenbaggerScore,R3MForward,R6MForward,R12MForward
2020-08-31,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.18973660961801814,-0.008235656664036917,0.07554928610461653,
2020-08-31,US,UNH,UnitedHealth,Health Care,Starter,0.18856566841823902,-0.019685229117726855,0.13067307729546962,
2020-08-31,US,INTU,Intuit,Information Technology,Starter,0.18683368055043642,-0.08730641582545451,0.10171178411336768,
2020-08-31,US,AVGO,Broadcom,Information Technology,Starter,0.1843673455467438,0.016325888751764772,0.2836143478218982,
2020-08-31,US,ACN,Accenture,Information Technology,Starter,0.18161798561326695,-0.09240446045227213,0.09295567554338335,
2020-08-31,US,MA,Mastercard,Financials,Watch,0.18132995225053236,-0.19323229337081016,-0.0023292645974278825,
2020-08-31,US,NSC,Norfolk Southern Corp,,Watch,0.14876551707151753,-0.016044774200433154,0.122787213101897,
2020-08-31,US,TXN,Texas Instruments,Information Technology,Starter,0.14016911872526455,0.02447259807938784,0.1629203804397079,
2020-08-31,US,UNP,Union Pacific,Industrials,Watch,0.13535499886635738,-0.0792453218859519,0.08708766185204353,
2020-08-31,US,MS,Morgan Stanley,Financials,Watch,0.13190697170427937,-0.07181606262039042,0.32104780512665476,
2020-08-31,US,CAT,Caterpillar,Industrials,Watch,0.12854455042260632,0.11031747645584211,0.2868510053795681,
2020-08-31,US,EMR,Emerson,Industrials,Watch,0.12093800609830795,-0.06736698012617814,0.16475579448153876,
2020-08-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-08-31,US,PG,Procter & Gamble,Consumer Staples,Watch,0.11722641912130927,-0.0033885287408749187,0.011440382965651974,
2020-10-30,KR,003620,KG모빌리티,Consumer Discretionary,Starter,0.8708483546267006,,-0.36973833902161546,-0.36973833902161546
2020-10-30,US,FDX,FedEx,Industrials,Starter,0.7222459094719157,0.0028186954572397838,0.10000134204979494,0.03148435788845805
2020-10-30,US,FCX,Freeport-McMoran,,Watch,0.6544397944775411,0.500576381507061,0.8990771533540054,1.1077166549984363
2020-10-30,KR,217500,러셀,Industrials,Add-on,0.5236590605020831,,1.0279232111692846,0.39267015706806285
2020-10-30,KR,006400,삼성SDI,Materials,Starter,0.49529452562992704,,0.49321266968325794,0.7941176470588236
2020-10-30,US,NOW,ServiceNow,Information Technology,Starter,0.4868301836048282,0.10623629441762517,0.005104841883301514,0.29356670322894196
2020-10-30,US,QCOM,Qualcomm,Information Technology,Starter,0.43334978502666277,0.24025167373701017,0.08460483598828894,0.20606756687794503
2020-10-30,US,DHR,Danaher,Health Care,Watch,0.425388435348368,-0.03144787632940371,-0.017689200301934993,0.4158297995078215
2020-10-30,US,TMO,Thermo Fisher Scientific,Health Care,Watch,0.3693721797417069,-0.015054482693395821,-0.03437470649508578,0.17483988335398837
2020-10-30,US,DE,Deere & Company,Industrials,Starter,0.3616659369396159,0.19438187875609514,0.664976013265894,0.6866252076140065
2020-10-30,US,CAT,Caterpillar,Industrials,Starter,0.2637910344505892,0.1589937406796702,0.48426355632724283,0.36321547252920494
2020-10-30,US,LRCX,Lam Research,Information Technology,Starter,0.2508111370724597,0.38412069069463106,0.748754567452901,0.7804590445320008
2020-10-30,US,TXN,Texas Instruments,Information Technology,Starter,0.22804786513279687,0.13514054218714344,0.3150013125172022,0.34314170582179737
2020-10-30,US,BLK,BlackRock,Financials,Watch,0.2109652740060236,0.21026787968191707,0.272136880302275,0.5990301758531662
2020-10-30,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.20474197872996017,0.08448069678208947,0.2762250490693625,0.7906887303158507
2020-10-30,US,NEE,NextEra Energy,Utilities,Watch,0.19915571337849106,0.058759947403592916,0.04307003164996526,0.17012977857363065
2020-10-30,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.18637141220568323,0.08073375740952571,0.27613654168955826,0.7947083893307576
2020-10-30,KR,095610,테스,Information Technology,Starter,0.1706502867031232,,0.3874239350912778,0.1217038539553752
2020-10-30,US,SCHW,Charles Schwab,Financials,Watch,0.16449812427786073,0.29524004031584594,0.5968600971898435,0.7937448580035755
2020-10-30,US,COST,Costco,Consumer Staples,Watch,0.12927358550026238,0.08117339137231738,0.01344171898599722,0.3148788196169616
2020-10-30,US,CL,Colgate-Palmolive,Consumer Staples,Watch,0.1225005170254452,0.0839144496897064,0.004816293237289937,0.004577235387917433
2020-10-30,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2020-10-30,US,SBUX,Starbucks,Consumer Discretionary,Starter,0.09686678820294503,0.2360218216104002,0.2678547669836937,0.3739670340537702
2020-10-30,US,DUK,Duke Energy,Utilities,Watch,0.04025998967075521,0.003985097887232003,0.0694974509003754,0.1815978942113392
2020-10-30,KR,080220,제주반도체,Information Technology,Starter,0.03903082619401842,,0.7057142857142857,0.4971428571428571
2020-11-30,US,TSLA,Tesla,Consumer Discretionary,Watch,3.488954444356661,0.3980444716285314,0.24989428933358182,0.3662439288446846
2020-11-30,US,FCX,Freeport-McMoran,,Watch,0.9373328044657206,0.15049193653131732,0.6158207200744397,0.39679683332644755
2020-11-30,US,AMD,AMD,Information Technology,Watch,0.745539825390336,-0.07576088921882451,-0.11914526742072462,0.11051152017120924
2020-11-30,KR,053610,프로텍,Information Technology,Starter,0.7202844295244818,0.21452145214521456,-0.08250825082508251,-0.13531353135313529
2020-11-30,US,FDX,FedEx,Industrials,Watch,0.7143052412467747,-0.17695937728678024,0.017927118194780878,-0.22700980368447143
2020-11-30,US,NVDA,Nvidia,Information Technology,Watch,0.6825711446143387,-0.03043791462806733,0.12070412823586674,0.5474148082117978
2020-11-30,KR,006400,삼성SDI,Materials,Add-on,0.673055752057029,0.3771106941838649,0.22701688555347088,0.34709193245778613
2020-11-30,US,QCOM,Qualcomm,Information Technology,Watch,0.6198440102809595,0.06648412538625159,-0.04828835453158142,-0.10696872346571662
2020-11-30,US,PYPL,PayPal,Financials,Watch,0.533128730745065,0.09429290548041358,0.22496731789204172,0.2152529925075637
2020-11-30,US,DE,Deere & Company,Industrials,Watch,0.5220631303195334,0.10706218608236417,0.42507115456007916,0.2947405251395714
2020-11-30,US,LRCX,Lam Research,Information Technology,Watch,0.5060572353392987,0.07186413604976671,0.3775238088431634,0.26926753050448715
2020-11-30,US,NOW,ServiceNow,Information Technology,Watch,0.47517113390483035,0.016107006482879882,-0.05271725183666365,0.16410062779260381
2020-11-30,US,UPS,United Parcel Service,Industrials,Watch,0.443526419936661,-0.09393835933212791,0.19922097003860917,0.08203495006434847
2020-11-30,US,UBER,Uber,Industrials,Watch,0.44222142591949876,0.025573911833788543,0.10289973068974656,-0.09786549789135424
2020-11-30,US,TGT,Target,Consumer Discretionary,Watch,0.4406673857237022,0.009135173099535265,0.15857458234361066,0.2873715662213243
2020-11-30,US,AAPL,Apple,Information Technology,Watch,0.4224260439513182,0.10844169155793937,0.10589208368897385,0.19416088927096253
2020-11-30,US,TMUS,T-Mobile,Communication Services,Watch,0.37937215373849204,-0.051602342928765976,-0.006093032997581793,-0.038965029583859945
2020-11-30,US,AMAT,Applied Materials,Information Technology,Watch,0.3652955608594731,0.17216291013412732,0.6120500400772455,0.5693035572810607
2020-11-30,KR,217500,러셀,Industrials,Starter,0.36511534586262484,0.48460291734197725,0.6531604538087521,0.13776337115072934
2020-11-30,US,GM,GM,Consumer Discretionary,Watch,0.3641322226370961,0.15602188312858822,0.30520063301174716,0.2023264610011286
2020-11-30,US,TMO,Thermo Fisher Scientific,Health Care,Watch,0.3640381478545252,0.0966881295645563,0.012347232105307526,0.23126379585284473
2020-11-30,US,DHR,Danaher,Health Care,Watch,0.36153690749743334,0.05967245158686829,0.13248796197498547,0.3597031169211502
2020-11-30,KR,007810,코리아써키트,Information Technology,Starter,0.3175537554109652,0.021201413427561766,-0.09540636042402828,-0.07773851590106007
2020-11-30,KR,095610,테스,Information Technology,Add-on,0.3052848418332096,-0.008605851979345935,0.1807228915662651,-0.05163511187607572
2020-11-30,KR,240810,원익IPS,Information Technology,Add-on,0.28804952011356755,0.20200752823086576,0.2747804265997491,0.005018820577164407
2020-11-30,US,NKE,Nike,Consumer Discretionary,Watch,0.2710130287486537,-0.006245447095386436,-0.011455374878359015,0.08651356187355197
2020-11-30,US,HON,Honeywell,Industrials,Watch,0.2693824991807068,-0.041928329608102444,0.09860373196926697,0.05422883655639876
2020-11-30,US,MU,Micron Technology,Information Technology,Watch,0.26683187446888723,0.2212513309441917,0.34295517376302254,0.10905305585518454
2020-11-30,US,BLK,BlackRock,Financials,Watch,0.26535438936177924,0.009266623127450302,0.18613572723338145,0.2251633766275669
2020-11-30,US,TXN,Texas Instruments,Information Technology,Watch,0.25552304872858755,0.033765701658390324,0.13244615633239465,0.21257237122927441
2020-11-30,US,CAT,Caterpillar,Industrials,Watch,0.25249669527902363,0.058890649037490306,0.3270370420253268,0.12278456003977345
2020-11-30,US,AVGO,Broadcom,Information Technology,Watch,0.245689050112207,0.1313774884016139,0.1546478472766888,0.24603711377094384
2020-11-30,US,MS,Morgan Stanley,Financials,Watch,0.24525727298625857,0.09000113883488825,0.3476788689368413,0.6003053387342487
2020-11-30,US,F,Ford,Consumer Discretionary,Watch,0.24301908860184673,0.1596917104740374,0.27092534082226627,0.5594708540214268
2020-11-30,US,INTU,Intuit,Information Technology,Watch,0.22446831358449626,0.02780858220090865,0.17440422791827714,0.5390685423558079
2020-11-30,US,HPQ,Hewlett Packard Co,,Watch,0.21760060751563357,0.11906318644291214,0.5784043237743792,0.28247879750940186
2020-11-30,US,COST,Costco,Consumer Staples,Watch,0.21735915538812195,-0.07685245556582876,-0.021339129438711302,0.18408345065218468
2020-11-30,US,CHTR,Charter Communications,Communication Services,Watch,0.21633700233881142,-0.06814520673823488,0.03291464944874667,0.11590669865507164
2020-11-30,US,CL,Colgate-Palmolive,Consumer Staples,Watch,0.21418422839301318,-0.08412763232854892,-0.04708894837938804,-0.1027375712751637
2020-11-30,US,NSC,Norfolk Southern Corp,,Watch,0.21004762496242851,-0.0016876389878901499,0.18288404602873554,0.021365902761659505
2020-11-30,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.20781503847701102,0.04259576988509006,0.3688107901105624,0.5137444702902636
2020-11-30,US,ABBV,AbbVie,Health Care,Watch,0.20077251357379777,-0.008619344501920478,0.09175396649638357,0.06798573103341154
2020-11-30,US,PFE,Pfizer,Health Care,Watch,0.19994978921252055,-0.05271373809479507,0.019849932915320334,0.15645951041621453
2020-11-30,US,MSFT,Microsoft,Information Technology,Watch,0.19809690248445247,0.08357085580310075,0.18073882753419168,0.3255662828037509
2020-11-30,US,LIN,Linde,Industrials,Watch,0.1927550327843025,-0.0394033733149175,0.12370702855172744,0.1613295349897348
2020-11-30,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.18688372881668425,0.04158685120597494,0.34148403965558316,0.5238941269033379
2020-11-30,US,WMT,Walmart,Consumer Staples,Watch,0.18582601068743443,-0.07714172746243209,-0.07711423411848195,-0.07360322928271723
2020-11-30,US,META,Meta,Communication Services,Watch,0.1789222934493516,-0.06729984951838885,0.1737008204362709,0.22536728406954865
2020-11-30,US,SBUX,Starbucks,Consumer Discretionary,Watch,0.17548827432498312,-0.012344688626768519,0.1729994096068037,0.1390740698852302
2020-11-30,US,HD,Home Depot,Consumer Discretionary,Watch,0.17464179952907116,-0.018432375257986133,0.18046990256583761,0.20960720713469105
2021-01-29,US,TSLA,Tesla,Consumer Discretionary,Watch,2.473144358530935,-0.10596957772192661,-0.143447668199141,
2021-01-29,KR,099320,쎄트렉아이,Industrials,Starter,1.4246241297294873,-0.14117647058823535,-0.08067226890756307,-0.22773109243697476
2021-01-29,KR,319400,현대무벡스,Industrials,Starter,1.0040065269868788,-0.009765625,0.0078125,-0.3857421875
2021-01-29,KR,217500,러셀,Industrials,Starter,0.9912008330711227,0.11353711790393017,0.13755458515283836,0.01965065502183405
2021-01-29,US,FCX,Freeport-McMoran,,Watch,0.9535188462756635,0.4044607083001974,0.38211442356420133,
2021-01-29,KR,006400,삼성SDI,Materials,Add-on,0.9167351944621163,-0.10899182561307907,-0.049046321525885506,-0.10762942779291551
2021-01-29,KR,053610,프로텍,Information Technology,Add-on,0.7939182392819859,-0.24456521739130432,-0.27038043478260865,-0.27038043478260865
2021-01-29,US,GM,GM,Consumer Discretionary,Watch,0.6914696369877745,0.12904491866488765,0.16752158554164787,
2021-01-29,KR,080220,제주반도체,Information Technology,Starter,0.5974887463395925,0.29729729729729737,0.1930501930501931,0.25482625482625476
2021-01-29,US,DD,DuPont,Materials,Starter,0.5837147588682059,-0.02526015023651973,-0.01794167990107587,
2021-01-29,US,DE,Deere & Company,Industrials,Watch,0.5458266292220262,0.28725483760137727,0.2274467286902917,
2021-01-29,US,QCOM,Qualcomm,Information Technology,Starter,0.4622135385851151,-0.10761761678943471,-0.0763755647571408,
2021-01-29,US,AMAT,Applied Materials,Information Technology,Starter,0.4567012653955527,0.37527815130473874,0.47827569210480125,
2021-01-29,US,MU,Micron Technology,Information Technology,Starter,0.4173505571795359,0.09965503392715847,0.08572881450755676,
2021-01-29,US,PYPL,PayPal,Financials,Starter,0.41703091854951696,0.11941447464128441,0.2439931235129218,
2021-01-29,US,TGT,Target,Consumer Discretionary,Watch,0.403993998002045,0.14808661240602272,0.34343333729548653,
2021-01-29,US,AAPL,Apple,Information Technology,Starter,0.3884859047282222,-0.0023001731966451056,0.04120693818602583,
2021-01-29,US,LLY,Eli Lilly,Health Care,Watch,0.3792343626226114,-0.11750133222826076,0.11312691494501848,
2021-01-29,US,AVGO,Broadcom,Information Technology,Starter,0.36248721824476327,0.020568165014446915,0.07509221346290684,
2021-01-29,US,F,Ford,Consumer Discretionary,Watch,0.35139840677769196,0.0959165520832781,0.41120591757042346,
2021-01-29,US,NOW,ServiceNow,Information Technology,Add-on,0.3328083016261257,-0.06773327797213946,0.01176448775140626,
2021-01-29,KR,327260,RF머트리얼즈,Information Technology,Add-on,0.31615483225323937,0.18055555555555558,0.05902777777777768,-0.48958333333333337
2021-01-29,US,COF,Capital One,Financials,Starter,0.3046737804297853,0.4347610140807405,0.49257199574213306,
2021-01-29,US,NFLX,Netflix,Communication Services,Watch,0.30380055176356113,-0.03553782654465898,-0.007851373617791091,
2021-01-29,US,TMO,Thermo Fisher Scientific,Health Care,Watch,0.3021443510649214,-0.07690508831597975,-0.009135769392764836,
2021-01-29,US,CAT,Caterpillar,Industrials,Watch,0.291964211452275,0.25323331850326203,0.19565619221968467,
2021-01-29,US,TXN,Texas Instruments,Information Technology,Add-on,0.2803777640942936,0.09545727287691896,0.1670068977235919,
2021-01-29,KR,240810,원익IPS,Information Technology,Starter,0.2783642099559914,0.06054279749478075,0.035490605427974886,-0.1169102296450939
2021-01-29,US,AMZN,Amazon,Consumer Discretionary,Watch,0.2606089772636025,0.08147342547303094,0.07297110738585944,
2021-01-29,US,ABT,Abbott,Health Care,Watch,0.255556310663582,-0.024832799705538644,-0.058534813954882026,
2021-01-29,US,GS,Goldman Sachs,Financials,Starter,0.2417126922495663,0.2900343653119033,0.40984450123159144,
2021-01-29,US,HPQ,Hewlett Packard Co,,Watch,0.23518873579986677,0.4104693487340447,0.2563532795210792,
2021-01-29,US,DIS,Disney,Communication Services,Watch,0.23265808968096052,0.10614260275578125,0.04519235359203866,
2021-01-29,US,EBAY,eBay Inc.,,Watch,0.22996657755771782,-0.009612201515876828,0.25015397275578377,
2021-01-29,US,DHR,Danaher,Health Care,Watch,0.2257100755918134,0.068715111239398,0.13028584464847048,
2021-01-29,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.2113284575913927,0.2879233624180064,0.3362391065077941,
2021-01-29,US,MSFT,Microsoft,Information Technology,Add-on,0.2081168549605156,0.08967385123981941,0.1732664644282651,
2021-01-29,KR,000490,대동,Industrials,Starter,0.19413000125600743,0.44986449864498645,0.5785907859078592,0.3685636856368564
2021-01-29,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.18473710676363783,0.3128873429645953,0.36529140543508065,
2021-01-29,US,NEE,NextEra Energy,Utilities,Watch,0.1789501534909441,-0.03651918798755238,-0.08428477212207175,
2021-01-29,US,LOW,Lowe's,Consumer Discretionary,Watch,0.16503938555899805,0.17967547898269198,0.16596998555451803,
2021-01-29,US,MMM,3M,Industrials,Watch,0.16241250343710967,0.13152962912426158,0.14847156284749508,
2021-01-29,US,JNJ,Johnson & Johnson,Health Care,Watch,0.12447441090893999,0.0037685962667159956,0.022506442760528822,
2021-01-29,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2021-01-29,KR,038500,삼표시멘트,Materials,Starter,0.09633720072203009,0.31784841075794623,0.4841075794621026,0.15647921760391204
2021-01-29,US,HD,Home Depot,Consumer Discretionary,Watch,0.06855094996085097,0.20263736579138025,0.1910897290188398,
2021-01-29,US,CVS,CVS Health,Health Care,Watch,0.05360168573617645,0.07329103708895635,0.1721911169610557,
2021-01-29,US,DUK,Duke Energy,Utilities,Watch,0.043096209263400666,0.08231670127771262,0.07135524774322866,
2021-02-26,US,FCX,Freeport-McMoran,,Watch,1.3861531729773624,0.2626126982357788,0.12843464338270194,0.23854036411068225
2021-02-26,KR,319400,현대무벡스,Industrials,Starter,1.0375457157507493,,-0.07262569832402233,
2021-02-26,KR,217500,러셀,Industrials,Starter,1.0000487578609545,,-0.009646302250803873,
2021-02-26,KR,099320,쎄트렉아이,Industrials,Starter,0.9713253803716246,,-0.14814814814814814,
2021-02-26,US,AMAT,Applied Materials,Information Technology,Watch,0.7639967200624224,0.1707548145306419,0.18601109269476623,0.3383401241031856
